stock_name,date,closing_price
SRC,02/22/2019,17.75
SRC,02/21/2019,17.6
SRC,02/20/2019,18.3
SRC,02/19/2019,18.5
SRC,02/18/2019,17.3
SRC,02/15/2019,17.95
SRC,02/14/2019,17.35
SRC,02/13/2019,17.5
SRC,02/12/2019,17.4
SRC,02/11/2019,17.6
SRC,02/01/2019,18.7
SRC,01/31/2019,17.5
SRC,01/30/2019,17.95
SRC,01/29/2019,16.8
SRC,01/28/2019,17.4
SRC,01/25/2019,16.3
SRC,01/24/2019,17.0
SRC,01/23/2019,18.05
SRC,01/22/2019,16.9
SRC,01/21/2019,16.7
SRC,01/18/2019,17.6
SRC,01/17/2019,16.6
SRC,01/16/2019,16.55
SRC,01/15/2019,17.0
SRC,01/14/2019,16.35
SRC,01/11/2019,17.5
SRC,01/10/2019,18.0
SRC,01/09/2019,17.7
SRC,01/08/2019,16.55
SRC,01/07/2019,15.5
SRC,01/04/2019,14.6
SRC,01/03/2019,14.0
SRC,01/02/2019,13.8
DHG,12/01/2022,84.4
DHG,11/30/2022,86.0
DHG,11/29/2022,82.1
DHG,11/28/2022,83.0
DHG,11/25/2022,80.7
DHG,11/24/2022,81.8
DHG,11/23/2022,82.0
DHG,11/22/2022,82.7
DHG,11/21/2022,82.0
DHG,11/18/2022,83.2
DHG,11/17/2022,82.2
DHG,11/16/2022,81.5
DHG,11/15/2022,79.9
DHG,11/14/2022,82.4
DHG,11/11/2022,81.4
DHG,11/10/2022,81.5
DHG,11/09/2022,83.7
DHG,11/08/2022,83.7
DHG,11/07/2022,83.7
DHG,11/04/2022,84.7
DHG,11/03/2022,85.6
DHG,11/02/2022,86.0
DHG,11/01/2022,85.2
DHG,10/31/2022,86.0
DHG,10/28/2022,87.4
DHG,10/27/2022,87.8
DHG,10/26/2022,87.8
DHG,10/25/2022,88.5
DHG,10/24/2022,88.0
DHG,10/21/2022,90.0
DHG,10/20/2022,90.0
DHG,10/19/2022,86.0
DHG,10/18/2022,83.4
DHG,10/17/2022,82.9
DHG,10/14/2022,83.3
DHG,10/13/2022,84.0
DHG,10/12/2022,84.2
DHG,10/11/2022,81.0
DHG,10/10/2022,83.0
DHG,10/07/2022,84.0
DHG,10/06/2022,84.0
DHG,10/05/2022,85.0
DHG,10/04/2022,84.5
DHG,10/03/2022,85.6
DHG,09/30/2022,85.5
DHG,09/29/2022,86.5
DHG,09/28/2022,88.6
DHG,09/27/2022,88.6
DHG,09/26/2022,87.4
DHG,09/23/2022,89.0
DHG,09/22/2022,89.8
DHG,09/21/2022,89.3
DHG,09/20/2022,90.8
DHG,09/19/2022,90.2
DHG,09/16/2022,90.9
DHG,09/15/2022,91.1
DHG,09/14/2022,90.5
DHG,09/13/2022,90.8
DHG,09/12/2022,92.0
DHG,09/09/2022,90.3
DHG,09/08/2022,90.3
DHG,09/07/2022,91.0
DHG,09/06/2022,92.0
DHG,09/05/2022,91.4
DHG,08/31/2022,91.0
DHG,08/30/2022,91.1
DHG,08/29/2022,92.0
DHG,08/26/2022,93.3
DHG,08/25/2022,93.3
DHG,08/24/2022,93.7
DHG,08/23/2022,93.0
DHG,08/22/2022,94.0
DHG,08/19/2022,93.4
DHG,08/18/2022,91.8
DHG,08/17/2022,91.6
DHG,08/16/2022,91.6
DHG,08/15/2022,92.1
DHG,08/12/2022,92.6
DHG,08/11/2022,92.0
DHG,08/10/2022,92.8
DHG,08/09/2022,92.3
DHG,08/08/2022,91.4
DHG,08/05/2022,91.5
DHG,08/04/2022,91.4
DHG,08/03/2022,91.9
DHG,08/02/2022,92.0
DHG,08/01/2022,92.0
DHG,07/29/2022,92.3
DHG,07/28/2022,92.0
DHG,07/27/2022,92.8
DHG,07/26/2022,92.0
DHG,07/25/2022,91.5
DHG,07/22/2022,93.5
DHG,07/21/2022,91.7
DHG,07/20/2022,88.5
DHG,07/19/2022,87.3
DHG,07/18/2022,88.0
DHG,07/15/2022,88.0
DHG,07/14/2022,88.2
DHG,07/13/2022,88.4
DHG,07/12/2022,88.0
DHG,07/11/2022,87.1
DHG,07/08/2022,88.0
DHG,07/07/2022,87.4
DHG,07/06/2022,87.4
DHG,07/05/2022,88.7
DHG,07/04/2022,88.2
DHG,07/01/2022,87.9
DHG,06/30/2022,87.8
DHG,06/29/2022,88.0
DHG,06/28/2022,88.2
DHG,06/27/2022,88.1
DHG,06/24/2022,86.5
DHG,06/23/2022,86.1
DHG,06/22/2022,86.0
DHG,06/21/2022,86.0
DHG,06/20/2022,88.8
DHG,06/17/2022,88.8
DHG,06/16/2022,90.9
DHG,06/15/2022,90.0
DHG,06/14/2022,90.5
DHG,06/13/2022,90.5
DHG,06/10/2022,92.9
DHG,06/09/2022,92.8
DHG,06/08/2022,92.2
DHG,06/07/2022,91.5
DHG,06/06/2022,91.1
DHG,06/03/2022,91.8
DHG,06/02/2022,92.5
DHG,06/01/2022,92.9
DHG,05/31/2022,93.9
DHG,05/30/2022,93.5
DHG,05/27/2022,93.8
DHG,05/26/2022,93.0
DHG,05/25/2022,93.0
DHG,05/24/2022,91.6
DHG,05/23/2022,90.5
DHG,05/20/2022,91.0
DHG,05/19/2022,91.4
DHG,05/18/2022,93.0
DHG,05/17/2022,92.0
DHG,05/16/2022,90.5
DHG,05/13/2022,94.0
DHG,05/12/2022,96.5
DHG,05/11/2022,98.0
DHG,05/10/2022,97.4
DHG,05/09/2022,97.4
DHG,05/06/2022,100.8
DHG,05/05/2022,99.0
DHG,05/04/2022,99.5
DHG,04/29/2022,101.1
DHG,04/28/2022,99.9
DHG,04/27/2022,99.3
DHG,04/26/2022,99.7
DHG,04/25/2022,96.0
DHG,04/22/2022,101.7
DHG,04/21/2022,101.6
DHG,04/20/2022,101.6
DHG,04/19/2022,102.0
DHG,04/18/2022,102.0
DHG,04/15/2022,101.9
DHG,04/14/2022,102.1
DHG,04/13/2022,102.8
DHG,04/12/2022,102.0
DHG,04/08/2022,106.2
DHG,04/07/2022,106.7
DHG,04/06/2022,106.8
DHG,04/05/2022,108.0
DHG,04/04/2022,110.3
DHG,04/01/2022,109.4
DHG,03/31/2022,111.2
DHG,03/30/2022,111.0
DHG,03/29/2022,112.0
DHG,03/28/2022,111.5
DHG,03/25/2022,111.3
DHG,03/24/2022,111.3
DHG,03/23/2022,110.4
DHG,03/22/2022,107.5
DHG,03/21/2022,110.1
DHG,03/18/2022,108.8
DHG,03/17/2022,109.0
DHG,03/16/2022,108.7
DHG,03/15/2022,108.7
DHG,03/14/2022,109.3
DHG,03/11/2022,111.9
DHG,03/10/2022,114.4
DHG,03/09/2022,114.5
DHG,03/08/2022,114.5
DHG,03/07/2022,116.7
DHG,03/04/2022,116.0
DHG,03/03/2022,117.9
DHG,03/02/2022,118.0
DHG,03/01/2022,112.1
DHG,02/28/2022,112.5
DHG,02/25/2022,113.8
DHG,02/24/2022,112.7
DHG,02/23/2022,115.0
DHG,02/22/2022,114.0
DHG,02/21/2022,115.0
DHG,02/18/2022,108.9
DHG,02/17/2022,101.9
DHG,02/16/2022,101.8
DHG,02/15/2022,101.2
DHG,02/14/2022,99.6
DHG,02/11/2022,101.5
DHG,02/10/2022,103.7
DHG,02/09/2022,101.0
DHG,02/08/2022,101.3
DHG,02/07/2022,102.9
DHG,01/28/2022,102.9
DHG,01/27/2022,99.5
DHG,01/26/2022,98.5
DHG,01/25/2022,98.5
DHG,01/24/2022,99.0
DHG,01/21/2022,102.1
DHG,01/20/2022,103.4
DHG,01/19/2022,103.2
DHG,01/18/2022,105.0
DHG,01/17/2022,102.0
DHG,01/14/2022,106.0
DHG,01/13/2022,102.5
DHG,01/12/2022,101.2
DHG,01/11/2022,106.9
DHG,01/10/2022,108.5
DHG,01/07/2022,114.6
DHG,01/06/2022,123.0
DHG,01/05/2022,115.0
DHG,01/04/2022,114.6
DHG,12/31/2021,113.0
DHG,12/30/2021,113.9
DHG,12/29/2021,113.4
DHG,12/28/2021,115.9
DHG,12/27/2021,115.6
DHG,12/24/2021,118.1
DHG,12/23/2021,123.3
DHG,12/22/2021,127.9
DHG,12/21/2021,130.0
DHG,12/20/2021,128.5
DHG,12/17/2021,123.6
DHG,12/16/2021,130.0
DHG,12/15/2021,135.8
DHG,12/14/2021,134.2
DHG,12/13/2021,133.2
DHG,12/10/2021,124.5
DHG,12/09/2021,126.4
DHG,12/08/2021,124.0
DHG,12/07/2021,122.0
DHG,12/06/2021,118.5
DHG,12/03/2021,116.7
DHG,12/02/2021,109.1
DHG,12/01/2021,102.0
DHG,11/30/2021,103.0
DHG,11/29/2021,103.9
DHG,11/26/2021,99.5
DHG,11/25/2021,99.6
DHG,11/24/2021,101.0
DHG,11/23/2021,98.7
DHG,11/22/2021,98.5
DHG,11/19/2021,99.8
DHG,11/18/2021,101.0
DHG,11/17/2021,102.1
DHG,11/16/2021,102.1
DHG,11/15/2021,103.2
DHG,11/12/2021,101.6
DHG,11/11/2021,100.9
DHG,11/10/2021,101.2
DHG,11/09/2021,102.0
DHG,11/08/2021,101.2
DHG,11/05/2021,101.2
DHG,11/04/2021,101.3
DHG,11/03/2021,102.0
DHG,11/02/2021,103.2
DHG,11/01/2021,102.3
DHG,10/29/2021,103.8
DHG,10/28/2021,101.7
DHG,10/27/2021,98.9
DHG,10/26/2021,98.8
DHG,10/25/2021,98.1
DHG,10/22/2021,98.3
DHG,10/21/2021,99.2
DHG,10/20/2021,98.7
DHG,10/19/2021,97.4
DHG,10/18/2021,97.9
DHG,10/15/2021,98.1
DHG,10/14/2021,99.0
DHG,10/13/2021,99.5
DHG,10/12/2021,98.3
DHG,10/11/2021,99.0
DHG,10/08/2021,99.7
DHG,10/07/2021,99.9
DHG,10/06/2021,99.6
DHG,10/05/2021,100.0
DHG,10/04/2021,99.6
DHG,10/01/2021,99.8
DHG,09/30/2021,99.9
DHG,09/29/2021,98.4
DHG,09/28/2021,98.8
DHG,09/27/2021,100.0
DHG,09/24/2021,103.0
DHG,09/23/2021,104.3
DHG,09/22/2021,101.8
DHG,09/21/2021,101.0
DHG,09/20/2021,101.0
DHG,09/17/2021,102.2
DHG,09/16/2021,99.0
DHG,09/15/2021,101.9
DHG,09/14/2021,102.7
DHG,09/13/2021,101.2
DHG,09/10/2021,100.2
DHG,09/09/2021,100.9
DHG,09/08/2021,102.5
DHG,09/07/2021,103.6
DHG,09/06/2021,105.0
DHG,09/01/2021,110.0
DHG,08/31/2021,111.5
DHG,08/30/2021,108.6
DHG,08/27/2021,101.5
DHG,08/26/2021,94.9
DHG,08/25/2021,93.5
DHG,08/24/2021,93.7
DHG,08/23/2021,95.1
DHG,08/20/2021,95.6
DHG,08/19/2021,97.5
DHG,08/18/2021,94.0
DHG,08/17/2021,93.2
DHG,08/16/2021,94.3
DHG,08/13/2021,93.6
DHG,08/12/2021,94.0
DHG,08/11/2021,94.2
DHG,08/10/2021,94.8
DHG,08/09/2021,94.3
DHG,08/06/2021,95.6
DHG,08/05/2021,94.9
DHG,08/04/2021,95.0
DHG,08/03/2021,93.8
DHG,08/02/2021,93.9
DHG,07/30/2021,93.6
DHG,07/29/2021,94.1
DHG,07/28/2021,93.5
DHG,07/27/2021,94.0
DHG,07/26/2021,94.9
DHG,07/23/2021,92.8
DHG,07/22/2021,93.5
DHG,07/21/2021,93.0
DHG,07/20/2021,93.0
DHG,07/19/2021,93.9
DHG,07/16/2021,92.0
DHG,07/15/2021,92.0
DHG,07/14/2021,92.1
DHG,07/13/2021,93.9
DHG,07/12/2021,92.0
DHG,07/09/2021,93.3
DHG,07/08/2021,93.9
DHG,07/07/2021,94.5
DHG,07/06/2021,94.8
DHG,07/05/2021,94.5
DHG,07/02/2021,94.1
DHG,07/01/2021,95.7
DHG,06/30/2021,95.6
DHG,06/29/2021,95.3
DHG,06/28/2021,95.6
DHG,06/25/2021,95.6
DHG,06/24/2021,96.0
DHG,06/23/2021,95.6
DHG,06/22/2021,95.8
DHG,06/21/2021,95.5
DHG,06/18/2021,95.9
DHG,06/17/2021,95.0
DHG,06/16/2021,95.0
DHG,06/15/2021,95.5
DHG,06/14/2021,96.0
DHG,06/11/2021,94.1
DHG,06/10/2021,94.5
DHG,06/09/2021,95.3
DHG,06/08/2021,96.4
DHG,06/07/2021,94.1
DHG,06/04/2021,94.3
DHG,06/03/2021,94.6
DHG,06/02/2021,95.0
DHG,06/01/2021,95.0
DHG,05/31/2021,94.1
DHG,05/28/2021,94.1
DHG,05/27/2021,95.0
DHG,05/26/2021,95.0
DHG,05/25/2021,95.2
DHG,05/24/2021,95.0
DHG,05/21/2021,94.5
DHG,05/20/2021,96.0
DHG,05/19/2021,96.0
DHG,05/18/2021,96.0
DHG,05/17/2021,96.0
DHG,05/14/2021,95.0
DHG,05/13/2021,94.5
DHG,05/12/2021,97.1
DHG,05/11/2021,98.2
DHG,05/10/2021,98.8
DHG,05/07/2021,97.5
DHG,05/06/2021,102.5
DHG,05/05/2021,103.0
DHG,05/04/2021,102.7
DHG,04/29/2021,99.8
DHG,04/28/2021,99.9
DHG,04/27/2021,100.0
DHG,04/26/2021,100.0
DHG,04/23/2021,99.5
DHG,04/22/2021,99.9
DHG,04/20/2021,97.0
DHG,04/19/2021,97.5
DHG,04/16/2021,97.5
DHG,04/15/2021,98.4
DHG,04/14/2021,98.5
DHG,04/13/2021,98.6
DHG,04/12/2021,99.0
DHG,04/09/2021,99.3
DHG,04/08/2021,99.1
DHG,04/07/2021,99.6
DHG,04/06/2021,99.6
DHG,04/05/2021,99.8
DHG,04/02/2021,99.9
DHG,04/01/2021,99.7
DHG,03/31/2021,99.7
DHG,03/30/2021,99.8
DHG,03/29/2021,99.8
DHG,03/26/2021,98.0
DHG,03/25/2021,100.0
DHG,03/24/2021,99.4
DHG,03/23/2021,100.4
DHG,03/22/2021,100.6
DHG,03/19/2021,100.5
DHG,03/18/2021,102.0
DHG,03/17/2021,101.2
DHG,03/16/2021,101.3
DHG,03/15/2021,101.2
DHG,03/12/2021,101.5
DHG,03/11/2021,101.5
DHG,03/10/2021,100.0
DHG,03/09/2021,98.6
DHG,03/08/2021,99.0
DHG,03/05/2021,99.0
DHG,03/04/2021,99.9
DHG,03/03/2021,100.1
DHG,03/02/2021,100.5
DHG,03/01/2021,100.8
DHG,02/26/2021,100.5
DHG,02/25/2021,101.0
DHG,02/24/2021,100.3
DHG,02/23/2021,101.9
DHG,02/22/2021,100.5
DHG,02/19/2021,100.3
DHG,02/18/2021,100.3
DHG,02/17/2021,101.0
DHG,02/09/2021,101.0
DHG,02/08/2021,99.8
DHG,02/05/2021,100.8
DHG,02/04/2021,99.8
DHG,02/03/2021,100.8
DHG,02/02/2021,98.1
DHG,02/01/2021,100.0
DHG,01/29/2021,101.0
DHG,01/28/2021,96.0
DHG,01/27/2021,101.0
DHG,01/26/2021,102.0
DHG,01/25/2021,103.4
DHG,01/22/2021,104.6
DHG,01/21/2021,105.4
DHG,01/20/2021,102.0
DHG,01/19/2021,103.0
DHG,01/18/2021,106.2
DHG,01/15/2021,108.0
DHG,01/14/2021,108.9
DHG,01/13/2021,109.0
DHG,01/12/2021,105.8
DHG,01/11/2021,108.0
DHG,01/08/2021,108.0
DHG,01/07/2021,108.3
DHG,01/06/2021,106.3
DHG,01/05/2021,104.6
DHG,01/04/2021,104.6
DHG,12/31/2020,104.0
DHG,12/30/2020,103.6
DHG,12/29/2020,103.7
DHG,12/28/2020,104.5
DHG,12/25/2020,104.6
DHG,12/24/2020,104.2
DHG,12/23/2020,104.0
DHG,12/22/2020,103.0
DHG,12/21/2020,104.1
DHG,12/18/2020,104.4
DHG,12/17/2020,104.3
DHG,12/16/2020,105.0
DHG,12/15/2020,105.5
DHG,12/14/2020,105.2
DHG,12/11/2020,105.2
DHG,12/10/2020,105.3
DHG,12/09/2020,106.5
DHG,12/08/2020,105.7
DHG,12/07/2020,106.4
DHG,12/04/2020,105.7
DHG,12/03/2020,103.0
DHG,12/02/2020,103.5
DHG,12/01/2020,103.5
DHG,11/30/2020,103.5
DHG,11/27/2020,103.4
DHG,11/26/2020,103.4
DHG,11/25/2020,103.3
DHG,11/24/2020,102.7
DHG,11/23/2020,102.6
DHG,11/20/2020,102.6
DHG,11/19/2020,102.9
DHG,11/18/2020,103.0
DHG,11/17/2020,102.5
DHG,11/16/2020,102.6
DHG,11/13/2020,102.5
DHG,11/12/2020,103.9
DHG,11/11/2020,104.0
DHG,11/10/2020,102.9
DHG,11/09/2020,104.0
DHG,11/06/2020,103.0
DHG,11/05/2020,103.0
DHG,11/04/2020,103.0
DHG,11/03/2020,104.0
DHG,11/02/2020,103.9
DHG,10/30/2020,102.0
DHG,10/29/2020,102.0
DHG,10/28/2020,102.0
DHG,10/27/2020,102.6
DHG,10/26/2020,103.0
DHG,10/23/2020,103.9
DHG,10/22/2020,103.7
DHG,10/21/2020,103.1
DHG,10/20/2020,103.0
DHG,10/19/2020,103.0
DHG,10/16/2020,104.0
DHG,10/15/2020,104.4
DHG,10/14/2020,105.5
DHG,10/13/2020,104.0
DHG,10/12/2020,105.6
DHG,10/09/2020,104.8
DHG,10/08/2020,105.0
DHG,10/07/2020,105.0
DHG,10/06/2020,104.8
DHG,10/05/2020,104.1
DHG,10/02/2020,105.9
DHG,10/01/2020,105.9
DHG,09/30/2020,105.5
DHG,09/29/2020,105.9
DHG,09/28/2020,106.0
DHG,09/25/2020,105.1
DHG,09/24/2020,106.2
DHG,09/23/2020,106.0
DHG,09/22/2020,106.0
DHG,09/21/2020,104.3
DHG,09/18/2020,105.6
DHG,09/17/2020,106.0
DHG,09/16/2020,104.4
DHG,09/15/2020,103.0
DHG,09/14/2020,102.1
DHG,09/11/2020,104.5
DHG,09/10/2020,102.9
DHG,09/09/2020,102.4
DHG,09/08/2020,105.0
DHG,09/07/2020,100.0
DHG,09/04/2020,102.1
DHG,09/03/2020,102.5
DHG,09/01/2020,104.8
DHG,08/31/2020,105.5
DHG,08/28/2020,106.0
DHG,08/27/2020,105.0
DHG,08/26/2020,105.4
DHG,08/25/2020,106.0
DHG,08/24/2020,104.8
DHG,08/21/2020,99.0
DHG,08/20/2020,97.0
DHG,08/19/2020,96.3
DHG,08/18/2020,95.7
DHG,08/17/2020,95.9
DHG,08/14/2020,96.0
DHG,08/13/2020,96.8
DHG,08/12/2020,96.6
DHG,08/11/2020,96.7
DHG,08/10/2020,96.7
DHG,08/07/2020,96.8
DHG,08/06/2020,96.9
DHG,08/05/2020,97.0
DHG,08/04/2020,97.0
DHG,08/03/2020,91.7
DHG,07/31/2020,91.1
DHG,07/30/2020,92.7
DHG,07/29/2020,92.8
DHG,07/28/2020,92.0
DHG,07/27/2020,91.0
DHG,07/24/2020,93.4
DHG,07/23/2020,92.8
DHG,07/22/2020,92.8
DHG,07/21/2020,92.8
DHG,07/20/2020,91.9
DHG,07/17/2020,93.0
DHG,07/16/2020,93.2
DHG,07/15/2020,93.2
DHG,07/14/2020,93.7
DHG,07/13/2020,93.9
DHG,07/10/2020,93.0
DHG,07/09/2020,94.2
DHG,07/08/2020,93.5
DHG,07/07/2020,93.4
DHG,07/06/2020,92.7
DHG,07/03/2020,92.0
DHG,07/02/2020,91.0
DHG,07/01/2020,90.5
DHG,06/30/2020,91.5
DHG,06/29/2020,89.8
DHG,06/26/2020,91.1
DHG,06/25/2020,90.5
DHG,06/24/2020,91.6
DHG,06/23/2020,91.4
DHG,06/22/2020,92.4
DHG,06/19/2020,92.1
DHG,06/18/2020,92.0
DHG,06/17/2020,92.0
DHG,06/16/2020,91.5
DHG,06/15/2020,90.2
DHG,06/12/2020,90.5
DHG,06/11/2020,92.0
DHG,06/10/2020,93.2
DHG,06/09/2020,94.0
DHG,06/08/2020,93.0
DHG,06/05/2020,92.7
DHG,06/04/2020,93.1
DHG,06/03/2020,93.0
DHG,06/02/2020,94.0
DHG,06/01/2020,92.8
DHG,05/29/2020,92.3
DHG,05/28/2020,92.8
DHG,05/27/2020,93.2
DHG,05/26/2020,93.0
DHG,05/25/2020,93.1
DHG,05/22/2020,92.9
DHG,05/21/2020,93.5
DHG,05/20/2020,92.1
DHG,05/19/2020,92.0
DHG,05/18/2020,91.6
DHG,05/15/2020,92.1
DHG,05/14/2020,92.0
DHG,05/13/2020,92.6
DHG,05/12/2020,93.6
DHG,05/11/2020,94.0
DHG,05/08/2020,96.0
DHG,05/07/2020,97.1
DHG,05/06/2020,95.1
DHG,05/05/2020,93.8
DHG,05/04/2020,94.1
DHG,04/29/2020,93.3
DHG,04/28/2020,93.9
DHG,04/27/2020,91.1
DHG,04/24/2020,91.7
DHG,04/23/2020,92.9
DHG,04/22/2020,91.0
DHG,04/21/2020,90.1
DHG,04/20/2020,90.1
DHG,04/17/2020,89.0
DHG,04/16/2020,89.0
DHG,04/15/2020,88.1
DHG,04/14/2020,87.8
DHG,04/13/2020,89.2
DHG,04/10/2020,89.2
DHG,04/09/2020,87.0
DHG,04/08/2020,83.5
DHG,04/07/2020,83.0
DHG,04/06/2020,84.0
DHG,04/03/2020,81.8
DHG,04/01/2020,79.0
DHG,03/31/2020,79.0
DHG,03/30/2020,78.9
DHG,03/27/2020,81.0
DHG,03/26/2020,82.5
DHG,03/25/2020,80.8
DHG,03/24/2020,75.6
DHG,03/23/2020,75.5
DHG,03/20/2020,78.0
DHG,03/19/2020,77.0
DHG,03/18/2020,79.3
DHG,03/17/2020,78.0
DHG,03/16/2020,82.0
DHG,03/13/2020,86.0
DHG,03/12/2020,84.9
DHG,03/11/2020,89.4
DHG,03/10/2020,89.5
DHG,03/09/2020,88.7
DHG,03/06/2020,95.0
DHG,03/05/2020,93.9
DHG,03/04/2020,93.8
DHG,03/03/2020,93.8
DHG,03/02/2020,95.0
DHG,02/28/2020,96.0
DHG,02/27/2020,98.5
DHG,02/26/2020,97.1
DHG,02/25/2020,98.0
DHG,02/24/2020,98.0
DHG,02/21/2020,96.8
DHG,02/20/2020,96.5
DHG,02/19/2020,97.0
DHG,02/18/2020,98.1
DHG,02/17/2020,97.0
DHG,02/14/2020,95.5
DHG,02/13/2020,96.0
DHG,02/12/2020,99.5
DHG,02/11/2020,99.0
DHG,02/10/2020,101.0
DHG,02/07/2020,97.4
DHG,02/06/2020,95.9
DHG,02/05/2020,96.5
DHG,02/04/2020,101.0
DHG,02/03/2020,102.6
DHG,01/31/2020,99.5
DHG,01/30/2020,93.0
DHG,01/22/2020,88.0
DHG,01/21/2020,88.3
DHG,01/20/2020,88.4
DHG,01/17/2020,88.0
DHG,01/16/2020,87.4
DHG,01/15/2020,89.0
DHG,01/14/2020,90.0
DHG,01/13/2020,87.1
DHG,01/10/2020,88.0
DHG,01/09/2020,89.0
DHG,01/08/2020,86.0
DHG,01/07/2020,89.2
DHG,01/06/2020,91.2
DHG,01/03/2020,91.2
DHG,01/02/2020,92.0
DHG,12/31/2019,91.5
DHG,12/30/2019,92.0
DHG,12/27/2019,92.5
DHG,12/26/2019,92.0
DHG,12/25/2019,92.8
DHG,12/24/2019,91.2
DHG,12/23/2019,91.1
DHG,12/20/2019,93.5
DHG,12/19/2019,92.7
DHG,12/18/2019,94.5
DHG,12/17/2019,94.6
DHG,12/16/2019,94.0
DHG,12/13/2019,95.0
DHG,12/12/2019,95.3
DHG,12/11/2019,95.3
DHG,12/10/2019,95.5
DHG,12/09/2019,95.8
DHG,12/06/2019,93.6
DHG,12/05/2019,94.0
DHG,12/04/2019,93.6
DHG,12/03/2019,94.0
DHG,12/02/2019,94.0
DHG,11/29/2019,93.2
DHG,11/28/2019,93.4
DHG,11/27/2019,94.0
DHG,11/26/2019,94.5
DHG,11/25/2019,93.3
DHG,11/22/2019,94.0
DHG,11/21/2019,94.0
DHG,11/20/2019,93.1
DHG,11/19/2019,93.6
DHG,11/18/2019,95.0
DHG,11/15/2019,96.0
DHG,11/14/2019,96.8
DHG,11/13/2019,94.0
DHG,11/12/2019,94.0
DHG,11/11/2019,93.9
DHG,11/08/2019,94.0
DHG,11/07/2019,93.0
DHG,11/06/2019,93.9
DHG,11/05/2019,94.0
DHG,11/04/2019,94.0
DHG,11/01/2019,92.5
DHG,10/31/2019,92.6
DHG,10/30/2019,92.6
DHG,10/29/2019,93.1
DHG,10/28/2019,93.5
DHG,10/25/2019,92.2
DHG,10/24/2019,93.5
DHG,10/23/2019,93.7
DHG,10/22/2019,94.0
DHG,10/21/2019,92.0
DHG,10/18/2019,93.5
DHG,10/17/2019,91.5
DHG,10/16/2019,92.0
DHG,10/15/2019,91.8
DHG,10/14/2019,93.0
DHG,10/11/2019,91.9
DHG,10/10/2019,91.0
DHG,10/09/2019,91.4
DHG,10/08/2019,91.5
DHG,10/07/2019,91.8
DHG,10/04/2019,91.8
DHG,10/03/2019,92.5
DHG,10/02/2019,93.0
DHG,10/01/2019,94.0
DHG,09/30/2019,93.8
DHG,09/27/2019,93.5
DHG,09/26/2019,91.9
DHG,09/25/2019,91.4
DHG,09/24/2019,91.4
DHG,09/23/2019,91.3
DHG,09/20/2019,91.2
DHG,09/19/2019,91.0
DHG,09/18/2019,91.0
DHG,09/17/2019,91.2
DHG,09/16/2019,91.3
DHG,09/13/2019,91.7
DHG,09/12/2019,89.9
DHG,09/11/2019,89.9
DHG,09/10/2019,91.0
DHG,09/09/2019,92.5
DHG,09/06/2019,93.1
DHG,09/05/2019,93.5
DHG,09/04/2019,95.5
DHG,09/03/2019,92.6
DHG,08/30/2019,93.5
DHG,08/29/2019,92.0
DHG,08/28/2019,93.2
DHG,08/27/2019,93.3
DHG,08/26/2019,93.2
DHG,08/23/2019,94.0
DHG,08/22/2019,94.5
DHG,08/21/2019,94.4
DHG,08/20/2019,95.5
DHG,08/19/2019,95.5
DHG,08/16/2019,94.0
DHG,08/15/2019,95.0
DHG,08/14/2019,94.2
DHG,08/13/2019,94.0
DHG,08/12/2019,96.0
DHG,08/09/2019,97.0
DHG,08/08/2019,95.6
DHG,08/07/2019,95.7
DHG,08/06/2019,95.1
DHG,08/05/2019,97.0
DHG,08/02/2019,95.0
DHG,08/01/2019,96.5
DHG,07/31/2019,99.0
DHG,07/30/2019,99.9
DHG,07/29/2019,100.6
DHG,07/26/2019,101.5
DHG,07/25/2019,101.5
DHG,07/24/2019,101.5
DHG,07/23/2019,101.6
DHG,07/22/2019,101.8
DHG,07/19/2019,102.5
DHG,07/18/2019,100.0
DHG,07/17/2019,102.5
DHG,07/16/2019,102.5
DHG,07/15/2019,104.1
DHG,07/12/2019,104.1
DHG,07/11/2019,105.2
DHG,07/10/2019,105.0
DHG,07/09/2019,105.2
DHG,07/08/2019,104.7
DHG,07/05/2019,105.5
DHG,07/04/2019,107.5
DHG,07/03/2019,105.1
DHG,07/02/2019,106.1
DHG,07/01/2019,105.2
DHG,06/28/2019,109.0
DHG,06/27/2019,108.0
DHG,06/26/2019,106.2
DHG,06/25/2019,105.0
DHG,06/24/2019,104.5
DHG,06/21/2019,103.5
DHG,06/20/2019,101.5
DHG,06/19/2019,101.5
DHG,06/18/2019,101.5
DHG,06/17/2019,104.3
DHG,06/14/2019,106.6
DHG,06/13/2019,109.2
DHG,06/12/2019,112.0
DHG,06/11/2019,113.9
DHG,06/10/2019,113.8
DHG,06/07/2019,114.9
DHG,06/06/2019,114.9
DHG,06/05/2019,114.5
DHG,06/04/2019,113.3
DHG,06/03/2019,113.2
DHG,05/31/2019,115.5
DHG,05/30/2019,115.5
DHG,05/29/2019,114.5
DHG,05/28/2019,115.9
DHG,05/27/2019,116.1
DHG,05/24/2019,116.1
DHG,05/23/2019,114.0
DHG,05/22/2019,115.9
DHG,05/21/2019,115.7
DHG,05/20/2019,114.5
DHG,05/17/2019,115.0
DHG,05/16/2019,116.1
DHG,05/15/2019,116.1
DHG,05/14/2019,117.5
DHG,05/13/2019,117.2
DHG,05/10/2019,118.0
DHG,05/09/2019,117.0
DHG,05/08/2019,114.7
